carat,cut,color,clarity,depth,table,price,x,y,z
0.54,Premium,1,VS,61.5,58.0,1389,5.28,5.26,3.24
2.01,Premium,2,VS,61.1,61.0,15908,8.14,8.09,4.96
1.7,Premium,3,VVS,59.8,59.0,18718,7.7,7.75,4.62
0.32,Premium,5,VS,59.3,58.0,580,4.45,4.49,2.65
1.0,Premium,4,SI,60.7,60.0,5197,6.36,6.4,3.87
1.31,Premium,0,SI,60.3,62.0,4490,7.12,7.04,4.26
1.0,Premium,5,SI,61.7,58.0,4704,6.39,6.34,3.93
1.06,Premium,3,VVS,61.1,58.0,8319,6.57,6.53,4.0
0.91,Premium,6,SI,63.0,59.0,4352,6.15,6.11,3.86
2.02,Premium,1,VS,61.2,60.0,11059,8.22,8.13,5.0
1.06,Premium,3,VS,62.3,59.0,5813,6.52,6.49,4.05
0.48,Premium,2,SI,61.9,58.0,990,5.04,5.01,3.11
1.0,Premium,5,SI,58.5,59.0,3450,6.62,6.51,3.84
1.02,Premium,6,SI,60.2,58.0,5257,6.56,6.53,3.94
0.79,Premium,0,SI,59.1,57.0,2199,6.08,6.06,3.59
1.04,Premium,4,VVS,62.1,56.0,8610,6.54,6.48,4.04
0.9,Premium,6,VS,61.6,62.0,4717,6.12,6.09,3.76
0.4,Premium,3,SI,62.0,59.0,702,4.71,4.74,2.93
2.2,Premium,2,SI,61.5,58.0,12747,8.44,8.38,5.18
0.82,Premium,4,VS,62.1,56.0,3513,6.02,5.97,3.72
0.3,Premium,4,IF,61.6,58.0,1013,4.35,4.32,2.67
0.51,Premium,3,SI,62.0,56.0,1250,5.14,5.12,3.18
1.11,Premium,2,I1,61.0,59.0,3205,6.61,6.67,4.05
0.53,Premium,6,SI,61.4,57.0,1753,5.26,5.2,3.21
0.52,Premium,1,SI,62.9,58.0,1105,5.14,5.04,3.2
0.41,Premium,6,VS,62.6,59.0,792,4.74,4.75,2.97
1.14,Premium,3,SI,60.0,55.0,5801,6.85,6.79,4.09
0.46,Premium,5,VS,61.9,58.0,1437,4.94,4.91,3.05
0.7,Premium,3,VS,61.8,58.0,2479,5.66,5.64,3.49
1.2,Premium,0,SI,60.6,59.0,4838,6.88,6.84,4.16
1.07,Premium,5,VS,59.7,61.0,8015,6.69,6.64,3.98
0.33,Premium,1,VVS,61.0,59.0,743,4.44,4.41,2.7
0.3,Premium,4,VS,62.2,58.0,776,4.31,4.28,2.67
2.39,Premium,2,SI,61.8,58.0,15917,8.57,8.52,5.28
1.2,Premium,2,VS,60.6,58.0,6666,6.88,6.82,4.15
1.14,Premium,0,SI,62.4,59.0,3792,6.7,6.62,4.16
1.95,Premium,2,I1,60.3,59.0,5045,8.1,8.05,4.87
1.2,Premium,2,VS,62.8,58.0,6416,6.75,6.7,4.22
1.0,Premium,6,SI,60.3,60.0,5645,6.31,6.26,3.79
0.25,Premium,4,IF,61.1,58.0,576,4.08,4.1,2.5
1.03,Premium,3,VS,62.3,59.0,6327,6.42,6.38,3.99
0.32,Premium,1,VS,62.2,59.0,449,4.35,4.37,2.71
0.41,Premium,5,VS,60.7,58.0,1153,4.83,4.79,2.92
1.05,Premium,3,VS,61.6,58.0,6936,6.48,6.51,4.0
0.71,Premium,1,VS,61.8,58.0,2327,5.76,5.72,3.55
0.53,Premium,6,VS,62.4,59.0,1877,5.18,5.14,3.22
1.01,Premium,3,VS,61.2,59.0,5131,6.43,6.37,3.92
1.02,Premium,6,SI,62.8,55.0,5055,6.46,6.38,4.03
2.01,Premium,2,SI,58.2,62.0,16287,8.26,8.21,4.79
1.51,Premium,4,SI,62.2,58.0,11374,7.32,7.27,4.54
0.7,Premium,4,VVS,61.9,59.0,3109,5.67,5.6,3.49
2.01,Premium,1,VS,61.7,60.0,16700,8.09,8.02,4.97
0.4,Premium,2,VS,62.7,59.0,731,4.63,4.71,2.93
0.81,Premium,5,SI,59.9,61.0,2559,6.08,6.05,3.63
0.72,Premium,4,VVS,62.8,58.0,3689,5.75,5.68,3.59
1.05,Premium,5,SI,61.8,56.0,5821,6.57,6.5,4.04
2.29,Premium,0,IF,61.4,60.0,18426,8.45,8.49,5.2
2.02,Premium,5,SI,59.8,58.0,17825,8.2,8.16,4.89
0.4,Premium,3,VS,60.4,58.0,966,4.78,4.75,2.88
1.2,Premium,2,SI,61.3,60.0,6451,6.87,6.81,4.19
1.07,Premium,4,SI,62.4,57.0,4573,6.58,6.53,4.09
1.0,Premium,2,I1,60.4,61.0,1932,6.39,6.32,3.84
0.45,Premium,5,SI,62.8,58.0,1091,4.88,4.84,3.05
0.32,Premium,5,VS,61.3,59.0,702,4.35,4.39,2.68
2.03,Premium,3,SI,61.3,59.0,18423,8.11,8.08,4.96
0.41,Premium,5,SI,62.1,58.0,683,4.73,4.77,2.95
2.01,Premium,2,VS,61.6,61.0,17191,8.14,8.07,4.99
1.13,Premium,2,VS,62.8,59.0,5571,6.63,6.58,4.15
0.41,Premium,3,SI,62.7,58.0,719,4.7,4.74,2.96
1.14,Premium,4,SI,61.1,59.0,6033,6.75,6.7,4.11
0.51,Premium,5,VS,62.5,60.0,1709,5.1,5.08,3.18
1.1,Premium,6,VS,60.0,59.0,6209,6.67,6.6,3.98
0.34,Premium,5,SI,61.8,58.0,596,4.47,4.5,2.77
0.51,Premium,5,SI,60.3,56.0,1205,5.22,5.19,3.14
1.0,Premium,4,VS,59.2,60.0,7056,6.53,6.48,3.85
1.03,Premium,3,VS,58.9,59.0,6229,6.65,6.59,3.9
0.35,Premium,5,VS,59.5,58.0,767,4.59,4.62,2.74
2.01,Premium,2,SI,62.0,60.0,14364,8.11,8.04,5.02
1.2,Premium,2,SI,61.0,58.0,6129,6.92,6.84,4.2
0.7,Premium,3,SI,61.4,60.0,2394,5.69,5.74,3.51
0.34,Premium,3,IF,60.5,58.0,879,4.47,4.52,2.72
0.33,Premium,3,VVS,61.0,58.0,965,4.48,4.44,2.72
0.37,Premium,5,VS,60.4,58.0,876,4.61,4.66,2.8
0.51,Premium,2,VS,62.5,58.0,1443,5.12,5.09,3.19
0.54,Premium,3,SI,60.3,57.0,1389,5.4,5.24,3.21
0.4,Premium,3,VS,61.9,58.0,966,4.76,4.74,2.94
1.08,Premium,4,SI,62.1,58.0,4864,6.57,6.61,4.09
1.58,Premium,3,VS,62.4,60.0,14451,7.46,7.38,4.63
0.7,Premium,6,SI,60.2,60.0,2822,5.82,5.75,3.48
0.3,Premium,6,IF,62.1,59.0,1208,4.29,4.27,2.66
1.2,Premium,4,VVS,60.5,60.0,10064,6.98,6.87,4.19
2.08,Premium,3,SI,62.2,60.0,12883,8.16,8.09,5.06
0.31,Premium,1,VVS,59.4,59.0,698,4.44,4.41,2.63
1.04,Premium,6,SI,58.2,59.0,4330,6.67,6.62,3.87
0.3,Premium,5,VVS,61.5,60.0,1013,4.31,4.28,2.64
0.31,Premium,5,VVS,58.9,59.0,969,4.48,4.41,2.62
0.53,Premium,6,SI,60.0,58.0,1631,5.24,5.29,3.16
0.51,Premium,3,SI,62.4,58.0,1220,5.07,5.13,3.18
1.5,Premium,1,VS,62.3,59.0,8431,7.24,7.3,4.53
0.42,Premium,4,VS,61.8,59.0,1031,4.81,4.83,2.98
1.1,Premium,5,SI,59.1,60.0,4967,6.77,6.7,3.98
0.71,Premium,4,SI,60.6,58.0,2363,5.77,5.72,3.48
0.52,Premium,3,SI,59.7,60.0,1306,5.22,5.2,3.11
1.46,Premium,1,SI,62.4,59.0,5519,7.21,7.16,4.49
1.5,Premium,4,VS,59.6,60.0,15338,7.41,7.49,4.44
1.5,Premium,4,VS,60.2,59.0,16783,7.41,7.37,4.45
1.01,Premium,2,SI,62.9,58.0,3224,6.38,6.34,4.0
0.37,Premium,3,VS,61.3,60.0,833,4.63,4.6,2.83
1.71,Premium,2,VS,59.2,61.0,10084,7.83,7.77,4.62
1.11,Premium,2,SI,59.3,59.0,3854,6.8,6.76,4.02
1.25,Premium,2,VS,60.4,59.0,7246,6.92,6.96,4.19
0.57,Premium,6,VS,60.6,59.0,2360,5.38,5.32,3.24
0.5,Premium,6,SI,61.4,59.0,1363,5.12,5.08,3.13
0.71,Premium,6,VS,58.1,62.0,3090,5.89,5.84,3.41
0.51,Premium,4,SI,60.5,59.0,1421,5.18,5.13,3.12
0.48,Premium,4,VS,58.7,58.0,1294,5.22,5.17,3.05
1.53,Premium,2,VS,59.9,60.0,10827,7.5,7.46,4.48
0.55,Premium,2,SI,62.4,56.0,1246,5.23,5.2,3.25
0.71,Premium,6,VS,62.9,57.0,2860,5.66,5.6,3.54
2.01,Premium,1,SI,62.3,59.0,12182,8.01,7.97,4.98
0.33,Premium,5,SI,60.3,60.0,743,4.49,4.47,2.7
1.07,Premium,3,SI,62.0,59.0,4401,6.54,6.5,4.04
0.42,Premium,4,VS,60.9,59.0,1103,4.85,4.8,2.94
1.05,Premium,5,SI,59.5,59.0,4742,6.65,6.59,3.94
1.54,Premium,2,VS,61.8,59.0,10702,7.35,7.4,4.56
2.14,Premium,6,SI,59.8,59.0,17127,8.4,8.36,5.01
1.01,Premium,1,SI,62.7,60.0,2885,6.36,6.27,3.96
0.43,Premium,3,IF,61.4,59.0,1433,4.79,4.85,2.96
1.87,Premium,5,SI,61.9,58.0,16232,7.94,7.88,4.9
1.2,Premium,2,SI,62.3,58.0,5376,6.81,6.76,4.23
1.12,Premium,2,SI,59.7,60.0,4641,6.77,6.72,4.03
2.15,Premium,3,SI,58.9,58.0,15751,8.46,8.41,4.97
2.08,Premium,2,I1,61.7,57.0,6150,8.23,8.18,5.06
1.03,Premium,1,SI,58.4,60.0,3288,6.6,6.58,3.85
1.53,Premium,0,VVS,61.6,59.0,9384,7.35,7.39,4.54
0.71,Premium,6,VS,62.1,60.0,2950,5.72,5.68,3.54
0.94,Premium,4,SI,59.8,61.0,4748,6.39,6.35,3.81
0.36,Premium,5,VS,62.0,58.0,789,4.54,4.56,2.82
0.58,Premium,5,SI,62.7,58.0,1641,5.33,5.32,3.34
0.34,Premium,6,SI,60.7,61.0,650,4.51,4.45,2.72
1.02,Premium,4,VVS,62.6,59.0,9550,6.41,6.36,4.0
0.92,Premium,5,SI,62.2,58.0,4562,6.18,6.23,3.86
1.06,Premium,2,SI,62.6,58.0,4031,6.52,6.46,4.06
0.71,Premium,2,VS,61.3,59.0,2363,5.74,5.77,3.53
1.74,Premium,1,VS,58.6,59.0,12168,7.99,7.87,4.65
1.97,Premium,2,VS,62.9,59.0,17535,8.01,7.9,5.0
0.56,Premium,3,VS,62.4,58.0,1819,5.22,5.3,3.28
0.71,Premium,2,VS,60.9,58.0,2363,5.72,5.77,3.5
1.04,Premium,2,SI,62.6,59.0,4980,6.47,6.43,4.04
0.93,Premium,6,SI,62.6,57.0,4140,6.26,6.2,3.9
0.34,Premium,5,VS,61.1,60.0,745,4.45,4.48,2.73
1.51,Premium,5,I1,59.0,62.0,6494,7.41,7.36,4.36
0.33,Premium,1,VVS,61.9,60.0,780,4.44,4.41,2.74
0.3,Premium,6,VS,61.7,59.0,710,4.25,4.28,2.63
0.44,Premium,3,VVS,61.3,60.0,1155,4.94,4.88,3.01
0.31,Premium,3,VS,61.8,59.0,625,4.32,4.35,2.68
1.72,Premium,2,VS,61.3,59.0,13609,7.72,7.69,4.72
1.11,Premium,2,SI,61.5,59.0,4212,6.61,6.56,4.05
0.56,Premium,5,VS,61.8,59.0,1915,5.34,5.27,3.28
0.96,Premium,5,SI,60.0,60.0,4864,6.44,6.39,3.85
1.03,Premium,5,SI,61.8,59.0,4758,6.42,6.47,3.98
1.12,Premium,3,VS,62.3,59.0,6683,6.71,6.61,4.15
1.01,Premium,3,IF,60.0,61.0,8120,6.45,6.41,3.86
1.22,Premium,5,SI,62.6,58.0,7262,6.78,6.8,4.25
1.02,Premium,4,SI,62.5,60.0,4541,6.43,6.36,4.0
1.21,Premium,1,SI,62.1,56.0,5421,6.92,6.76,4.25
1.0,Premium,5,SI,60.3,62.0,5544,6.33,6.25,3.79
0.3,Premium,5,VS,62.1,59.0,844,4.29,4.27,2.66
1.01,Premium,6,SI,60.0,60.0,5543,6.51,6.45,3.89
1.12,Premium,3,IF,61.2,58.0,9612,6.7,6.67,4.09
0.3,Premium,2,VS,61.1,61.0,608,4.32,4.29,2.63
1.21,Premium,2,VS,62.3,58.0,7094,6.77,6.84,4.24
0.36,Premium,5,VS,61.3,58.0,1094,4.58,4.56,2.8
1.5,Very Good,4,SI,63.0,55.0,10372,7.27,7.31,4.59
0.91,Very Good,5,VS,62.8,60.0,5057,6.08,6.11,3.83
0.26,Very Good,5,VS,63.2,56.0,453,4.06,4.1,2.58
0.5,Very Good,5,VS,61.3,59.0,1624,5.05,5.1,3.11
1.22,Very Good,3,SI,63.4,57.0,6278,6.74,6.77,4.28
0.55,Very Good,1,VS,58.5,62.2,1235,5.39,5.4,3.16
0.55,Very Good,1,SI,63.1,58.0,1041,5.15,5.19,3.26
0.26,Very Good,2,VVS,62.5,56.0,486,4.07,4.09,2.55
0.53,Very Good,5,VS,61.4,55.0,1607,5.21,5.24,3.21
1.01,Very Good,3,SI,62.0,58.0,4249,6.37,6.41,3.96
1.03,Very Good,4,SI,61.1,59.0,4218,6.51,6.58,4.0
0.32,Very Good,2,VS,63.0,55.0,561,4.4,4.42,2.78
1.69,Very Good,1,VVS,60.4,59.0,12394,7.7,7.73,4.66
1.51,Very Good,4,SI,63.2,57.0,9417,7.34,7.23,4.6
1.01,Very Good,5,VS,60.4,57.0,6577,6.45,6.49,3.91
0.5,Very Good,4,VVS,61.8,56.0,2052,5.11,5.15,3.17
0.39,Very Good,4,VS,57.1,61.0,1000,4.86,4.91,2.79
1.51,Very Good,1,SI,63.5,57.0,8214,7.19,7.24,4.58
1.0,Very Good,3,VS,59.0,62.0,5766,6.49,6.56,3.85
0.91,Very Good,4,SI,61.2,59.0,3688,6.2,6.22,3.8
1.51,Very Good,1,VVS,62.0,58.0,11512,7.27,7.31,4.52
0.77,Very Good,4,SI,60.1,56.0,2667,5.94,5.97,3.58
1.05,Very Good,0,I1,59.6,63.0,2705,6.61,6.55,3.92
2.0,Very Good,1,SI,59.8,59.0,15053,8.12,8.17,4.87
0.32,Very Good,4,VVS,62.2,55.0,886,4.39,4.43,2.74
1.56,Very Good,2,SI,58.7,63.0,7583,7.73,7.55,4.49
1.2,Very Good,5,SI,63.3,55.0,5645,6.77,6.73,4.27
0.7,Very Good,3,SI,60.6,57.0,2042,5.73,5.79,3.49
0.3,Very Good,4,VS,62.8,55.0,605,4.27,4.33,2.7
2.13,Very Good,0,SI,62.8,58.0,13996,8.13,8.17,5.12
1.18,Very Good,5,I1,63.3,57.0,3965,6.7,6.64,4.22
0.7,Very Good,2,VS,63.2,57.0,2137,5.58,5.62,3.54
1.2,Very Good,2,SI,62.5,59.0,6019,6.66,6.72,4.18
1.2,Very Good,4,VS,58.7,59.0,9574,6.89,7.07,4.1
2.05,Very Good,2,VS,63.5,62.0,15701,8.05,7.91,5.07
0.5,Very Good,4,VS,62.9,57.0,1436,5.06,5.11,3.2
1.24,Very Good,2,SI,64.0,56.0,5725,6.79,6.83,4.36
0.4,Very Good,5,VVS,61.0,55.0,1106,4.77,4.81,2.92
1.62,Very Good,2,SI,62.8,59.0,10521,7.4,7.45,4.66
0.9,Very Good,2,VS,61.6,63.0,3810,6.14,6.1,3.77
1.23,Very Good,4,SI,60.9,58.0,4661,6.93,6.96,4.23
0.41,Very Good,4,VVS,62.3,54.0,1161,4.75,4.79,2.97
2.0,Very Good,5,SI,58.1,60.0,15840,8.25,8.32,4.81
0.32,Very Good,4,VS,62.3,55.0,696,4.38,4.42,2.74
0.76,Very Good,2,VS,58.7,61.0,2599,5.96,5.99,3.51
0.73,Very Good,3,VS,60.7,55.0,3011,5.87,5.89,3.57
0.72,Very Good,1,VS,62.1,57.5,2326,5.72,5.74,3.57
1.33,Very Good,0,SI,64.0,53.0,5327,6.93,7.01,4.46
0.91,Very Good,2,SI,62.2,60.0,3734,6.16,6.22,3.85
1.1,Very Good,5,SI,63.3,56.0,4140,6.58,6.53,4.15
0.91,Very Good,5,SI,61.9,61.0,4211,6.1,6.12,3.78
1.5,Very Good,1,SI,60.3,60.0,8127,7.46,7.43,4.49
2.04,Very Good,2,SI,60.8,58.0,14810,8.14,8.23,4.98
0.23,Very Good,6,VVS,59.7,58.0,458,3.97,4.04,2.39
0.32,Very Good,4,VVS,61.5,57.0,886,4.38,4.41,2.7
1.02,Very Good,4,VS,62.4,58.0,7587,6.42,6.47,4.02
1.2,Very Good,2,SI,63.5,58.0,5443,6.69,6.73,4.26
0.55,Very Good,4,VS,61.2,56.4,1975,5.28,5.33,3.25
0.37,Very Good,5,SI,61.4,60.0,593,4.6,4.62,2.83
0.4,Very Good,5,SI,59.8,61.0,684,4.76,4.81,2.86
1.06,Very Good,3,VS,62.0,58.0,7003,6.51,6.56,4.05
0.84,Very Good,5,SI,63.4,55.0,2813,6.0,5.95,3.79
0.62,Very Good,2,VS,61.7,63.0,1709,5.48,5.42,3.36
0.54,Very Good,6,VS,62.1,59.0,2004,5.18,5.19,3.22
0.5,Very Good,5,SI,61.6,58.0,1235,5.08,5.11,3.14
1.09,Very Good,2,SI,61.7,59.0,4849,6.53,6.59,4.05
0.52,Very Good,4,SI,61.9,58.0,1298,5.1,5.15,3.17
1.34,Very Good,0,VS,63.0,57.0,6237,6.9,7.01,4.38
1.32,Very Good,3,SI,61.6,57.0,7173,6.98,7.05,4.32
1.38,Very Good,2,SI,63.2,56.0,7836,7.08,7.03,4.46
0.62,Very Good,6,VS,63.4,55.0,2310,5.46,5.43,3.45
0.78,Very Good,6,VS,58.5,56.0,3298,6.08,6.12,3.57
1.5,Very Good,1,VVS,62.0,53.0,10873,7.3,7.34,4.54
0.71,Very Good,4,SI,60.9,56.0,2036,5.8,5.83,3.54
0.91,Very Good,5,SI,63.1,58.0,4434,6.17,6.12,3.88
0.73,Very Good,5,VVS,60.2,60.0,3565,5.81,5.85,3.51
0.3,Very Good,3,VVS,61.9,55.0,680,4.31,4.32,2.67
1.21,Very Good,0,VS,63.0,57.0,4691,6.73,6.77,4.25
1.67,Very Good,2,SI,59.4,61.0,11146,7.73,7.78,4.61
0.79,Very Good,5,VS,62.7,56.0,3539,5.85,5.88,3.68
0.3,Very Good,3,VS,63.0,55.0,526,4.29,4.31,2.71
0.28,Very Good,5,VS,63.0,59.0,487,4.11,4.15,2.6
0.78,Very Good,4,VS,60.6,57.0,3401,5.95,6.0,3.62
1.09,Very Good,5,SI,62.2,58.0,5165,6.54,6.61,4.09
0.38,Very Good,4,SI,61.2,57.0,585,4.67,4.71,2.87
0.56,Very Good,4,SI,63.2,56.0,1441,5.29,5.24,3.33
0.31,Very Good,5,SI,63.3,55.0,698,4.36,4.33,2.75
0.23,Very Good,5,VVS,62.4,59.0,530,3.91,3.94,2.45
0.53,Very Good,4,IF,59.6,58.0,2395,5.28,5.32,3.16
0.5,Very Good,1,SI,63.2,57.0,1087,5.07,5.09,3.21
0.34,Very Good,4,SI,63.3,54.0,574,4.48,4.46,2.83
1.01,Very Good,6,SI,59.1,63.0,3671,6.59,6.54,3.88
1.72,Very Good,1,VVS,62.7,58.0,12396,7.54,7.6,4.75
0.56,Very Good,5,VS,61.9,57.0,2037,5.29,5.31,3.28
0.7,Very Good,4,SI,59.1,59.0,2278,5.76,5.91,3.45
0.31,Very Good,2,VS,61.9,58.0,489,4.37,4.39,2.71
1.04,Very Good,5,SI,62.8,59.0,5689,6.46,6.41,4.04
1.23,Very Good,0,VS,62.9,59.0,4896,6.8,6.85,4.29
0.77,Very Good,6,SI,62.1,58.0,3040,5.84,5.89,3.64
0.55,Very Good,5,SI,58.5,65.0,1587,5.33,5.38,3.13
0.4,Very Good,3,VS,62.8,56.0,877,4.67,4.7,2.94
1.0,Very Good,4,SI,62.9,59.0,4037,6.27,6.38,3.98
0.96,Very Good,6,SI,60.2,63.0,3480,6.3,6.36,3.81
1.0,Very Good,6,SI,61.5,63.0,4295,6.32,6.27,3.87
1.02,Very Good,2,SI,62.9,59.0,4796,6.38,6.41,4.02
1.0,Very Good,4,SI,63.1,56.0,4474,6.36,6.34,4.01
0.48,Very Good,1,VS,62.4,55.0,1053,4.99,5.03,3.12
0.57,Very Good,5,SI,60.3,57.0,1608,5.34,5.4,3.24
1.11,Very Good,2,SI,63.4,55.0,4028,6.54,6.51,4.14
1.0,Very Good,1,VS,60.8,59.0,5557,6.39,6.44,3.9
0.6,Very Good,5,VS,60.9,58.0,2112,5.43,5.48,3.32
0.4,Very Good,5,VS,59.4,58.0,770,4.78,4.82,2.85
2.07,Very Good,2,SI,63.3,56.0,15992,8.1,8.08,5.12
1.43,Very Good,3,VS,62.2,58.0,10419,7.15,7.18,4.46
0.83,Very Good,5,SI,63.8,54.0,3295,5.96,6.04,3.83
0.8,Very Good,1,VS,62.0,54.2,2591,5.94,5.99,3.7
1.0,Very Good,5,SI,63.2,56.0,4532,6.33,6.36,4.01
0.33,Very Good,4,VVS,63.5,54.0,694,4.42,4.37,2.79
0.33,Very Good,5,VS,59.8,59.0,772,4.5,4.53,2.7
1.02,Very Good,2,SI,61.9,61.0,4476,6.34,6.42,3.95
1.6,Very Good,1,VS,60.0,58.0,10346,7.61,7.68,4.59
2.04,Very Good,0,VS,63.0,58.0,13609,7.99,8.02,5.04
1.08,Very Good,3,SI,62.9,59.0,4544,6.53,6.57,4.12
1.51,Very Good,1,SI,61.6,58.0,9283,7.35,7.3,4.51
0.38,Very Good,6,VS,59.5,61.0,921,4.66,4.69,2.78
0.7,Very Good,2,SI,62.9,56.0,2048,5.64,5.68,3.56
1.02,Very Good,2,SI,63.4,63.0,3713,6.36,6.32,4.02
1.14,Very Good,5,SI,61.5,58.0,5236,6.66,6.73,4.12
0.57,Very Good,5,SI,59.7,57.0,1244,5.4,5.48,3.25
0.38,Very Good,2,VS,60.6,58.0,700,4.68,4.7,2.84
1.02,Very Good,0,SI,61.9,60.0,3483,6.37,6.42,3.96
1.0,Very Good,5,SI,59.6,59.0,4321,6.48,6.51,3.87
1.01,Very Good,1,SI,63.2,54.0,4525,6.41,6.35,4.03
0.25,Very Good,4,VVS,62.2,57.0,633,4.01,4.04,2.5
1.17,Very Good,0,I1,60.2,61.0,2774,6.83,6.9,4.13
0.24,Very Good,5,VVS,63.9,53.0,485,3.93,3.96,2.52
0.55,Very Good,2,VS,60.2,59.0,1327,5.36,5.24,3.19
0.76,Very Good,0,VS,59.9,59.0,1949,5.92,5.94,3.55
0.5,Very Good,1,SI,63.5,56.0,1048,5.02,5.06,3.2
0.96,Very Good,4,SI,59.8,59.0,4218,6.38,6.45,3.84
0.35,Very Good,1,VS,62.6,54.0,527,4.5,4.53,2.82
1.51,Very Good,2,VS,63.2,60.0,11263,7.23,7.17,4.55
0.43,Very Good,3,SI,58.9,60.0,774,4.94,4.97,2.92
1.51,Very Good,6,VS,63.2,58.0,14416,7.29,7.33,4.62
0.32,Very Good,4,VVS,63.0,56.0,721,4.37,4.39,2.76
1.51,Very Good,5,SI,60.6,58.0,8916,7.41,7.43,4.5
0.26,Very Good,2,VS,62.0,56.0,399,4.08,4.11,2.54
0.4,Very Good,4,VVS,60.5,57.0,982,4.76,4.79,2.89
0.3,Very Good,2,VVS,63.0,56.0,581,4.24,4.27,2.68
0.28,Very Good,2,VS,63.1,55.0,429,4.17,4.2,2.64
1.1,Very Good,6,SI,58.6,63.0,4361,6.76,6.69,3.94
0.51,Very Good,5,SI,63.3,59.0,1402,5.09,5.05,3.21
0.76,Very Good,2,SI,63.3,58.0,2593,5.79,5.81,3.67
0.24,Very Good,2,IF,61.3,56.0,449,4.04,4.06,2.48
0.3,Very Good,4,IF,62.6,55.0,886,4.3,4.32,2.7
0.64,Very Good,6,VS,62.2,58.0,2297,5.49,5.54,3.43
0.3,Very Good,4,SI,63.4,56.0,506,4.29,4.26,2.71
0.91,Very Good,6,SI,62.8,58.0,5033,6.16,6.19,3.88
0.4,Very Good,5,SI,63.3,56.0,882,4.74,4.68,2.98
0.7,Very Good,2,VVS,59.2,60.0,2893,5.87,5.78,3.45
0.98,Very Good,3,SI,62.2,57.0,4542,6.33,6.37,3.95
1.01,Very Good,2,SI,58.9,60.0,4185,6.62,6.58,3.89
0.24,Very Good,5,VVS,61.1,60.0,478,4.01,4.07,2.47
0.34,Very Good,5,VVS,62.7,59.0,775,4.41,4.43,2.77
2.14,Very Good,5,SI,61.5,58.0,18125,8.24,8.31,5.09
0.32,Very Good,0,VS,62.9,56.0,393,4.37,4.4,2.76
0.33,Very Good,4,VVS,62.0,56.0,859,4.41,4.44,2.74
1.0,Very Good,2,SI,62.5,58.0,4042,6.27,6.36,3.95
1.2,Very Good,0,VS,62.6,57.0,4963,6.72,6.8,4.23
0.77,Very Good,2,VS,61.0,60.0,2840,5.9,5.87,3.59
1.15,Very Good,3,SI,61.3,62.0,5538,6.68,6.72,4.11
1.0,Very Good,3,VVS,60.5,62.0,7260,6.39,6.44,3.88
0.31,Very Good,1,VVS,63.1,59.0,732,4.31,4.25,2.7
0.7,Very Good,4,SI,63.2,57.0,2423,5.68,5.62,3.57
1.19,Very Good,0,SI,63.4,56.8,4329,6.7,6.79,4.27
0.78,Very Good,4,SI,63.0,57.0,2515,5.85,5.9,3.7
1.15,Very Good,2,VS,62.4,56.0,5646,6.66,6.68,4.16
0.76,Very Good,1,VS,63.3,57.0,2551,5.79,5.83,3.68
1.22,Very Good,2,SI,62.9,59.0,5233,6.66,6.76,4.22
1.04,Very Good,2,VS,60.4,56.0,5738,6.55,6.59,3.97
0.41,Very Good,6,VS,61.7,58.0,1018,4.76,4.8,2.95
0.33,Very Good,2,VS,60.0,61.0,579,4.48,4.52,2.7
0.52,Very Good,1,SI,60.3,61.0,1041,5.14,5.2,3.12
0.73,Very Good,4,SI,63.5,56.0,2360,5.68,5.72,3.62
2.01,Very Good,0,SI,59.3,62.0,12257,8.15,8.2,4.85
0.31,Very Good,5,SI,63.2,59.0,698,4.33,4.28,2.72
0.33,Very Good,3,VVS,60.0,63.0,752,4.45,4.49,2.68
0.7,Very Good,1,VVS,61.6,58.0,2390,5.69,5.71,3.51
1.53,Very Good,1,VS,62.8,55.0,10602,7.35,7.4,4.63
0.23,Very Good,5,VVS,60.2,59.0,478,3.97,4.01,2.4
0.75,Very Good,5,SI,63.6,56.0,2993,5.73,5.75,3.65
1.01,Very Good,1,SI,62.0,54.0,3888,6.36,6.51,3.99
0.27,Very Good,4,VS,58.7,58.0,470,4.25,4.3,2.51
0.9,Very Good,5,SI,63.1,54.0,3084,6.2,6.17,3.9
0.36,Very Good,2,SI,63.0,55.0,505,4.51,4.54,2.85
1.27,Very Good,0,SI,60.9,59.0,5224,6.96,7.04,4.26
0.25,Very Good,6,VVS,63.0,56.0,512,3.98,4.02,2.52
0.34,Very Good,2,VVS,61.4,58.0,686,4.46,4.5,2.75
0.72,Very Good,4,VS,63.0,54.0,2784,5.69,5.73,3.6
0.4,Very Good,0,VS,60.9,62.0,596,4.73,4.76,2.89
1.01,Very Good,3,VS,60.5,60.0,6239,6.44,6.52,3.92
0.4,Very Good,1,VVS,63.5,57.0,1080,4.68,4.65,2.96
0.9,Very Good,3,SI,62.4,59.0,4320,6.1,6.15,3.82
0.4,Very Good,6,VS,63.2,57.0,850,4.66,4.71,2.96
0.72,Very Good,4,SI,63.1,55.0,2333,5.75,5.7,3.61
0.41,Very Good,4,VS,62.9,57.0,889,4.7,4.74,2.97
1.05,Very Good,6,VS,62.9,57.0,6373,6.39,6.51,4.06
1.0,Very Good,5,SI,63.0,54.0,7145,6.36,6.4,4.02
1.26,Very Good,3,VVS,62.1,58.0,9158,6.92,6.83,4.27
0.26,Very Good,5,VVS,64.3,57.0,547,3.99,4.03,2.58
